mode,op,element_type,analysis,n,sparsity,select-matrix-repr,mean_ns,std_ns
naive,exp,double,max,1024,1.0,True,10102093.3,143314.53347332866
naive,exp,double,max,2048,0.001,False,30126196.0,587958.5049077304
naive,exp,double,max,2048,0.01,False,29932727.7,819873.8547520656
naive,exp,double,max,2048,0.05,False,31124837.5,875813.0462987906
naive,exp,double,max,2048,0.1,False,32441365.0,704111.6433909229
naive,exp,double,max,2048,0.2,False,35203304.7,763648.4423841829
naive,exp,double,max,2048,0.25,True,36877628.5,853092.5371868133
naive,exp,double,max,2048,1.0,True,31960950.5,357518.613586062
naive,exp,double,max,4096,0.001,False,119980883.4,2637671.596007703
naive,exp,double,max,4096,0.01,False,121448094.4,2264192.6276914435
naive,exp,double,max,4096,0.05,False,123931942.0,3309927.957099774
naive,exp,double,max,4096,0.1,False,128595130.2,1535465.5780337118
naive,exp,double,max,4096,0.2,False,139845296.0,1504499.5424208858
naive,exp,double,max,4096,0.25,True,147150220.6,1386884.3433474451
naive,exp,double,max,4096,1.0,True,116686298.4,2535986.141530228
naive,exp,double,mean,1024,0.001,False,9261401.0,515529.9142950974
naive,exp,double,mean,1024,0.01,False,9319404.6,629083.004897552
naive,exp,double,mean,1024,0.05,False,10063115.8,49498.03251488327
naive,exp,double,mean,1024,0.1,False,10423681.8,722722.9604179522
naive,exp,double,mean,1024,0.2,False,11650181.6,73666.44983708629
naive,exp,double,mean,1024,0.25,True,12129293.0,45001.864865062256
naive,exp,double,mean,1024,1.0,True,9860541.7,282942.8911038999
naive,exp,double,mean,2048,0.001,False,29389563.7,863790.3880701936
naive,exp,double,mean,2048,0.01,False,29487086.6,745832.3483137181
naive,exp,double,mean,2048,0.05,False,30261370.7,353612.2644482703
naive,exp,double,mean,2048,0.1,False,31783815.9,491170.8817811327
naive,exp,double,mean,2048,0.2,False,35076416.3,636217.2419306067
naive,exp,double,mean,2048,0.25,True,36258832.5,380614.20349489787
naive,exp,double,mean,2048,1.0,True,31522905.1,346186.0548508723
naive,exp,double,mean,4096,0.001,False,118619662.8,2633785.076180026
naive,exp,double,mean,4096,0.01,False,118959550.3,1262423.542501228
