result_repr,element_type,analysis,n,sparsity,time_ns
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,28407
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,24680
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,27076
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,25591
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,22378
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,19926
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.001,5268
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.001,4234
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.001,6138
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.001,6692
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.001,9658
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.001,4106
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.001,4035
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.001,3018
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.001,4538
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.001,3026
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.001,7486
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.001,8960
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.001,8811
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.001,9438
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.001,13488
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.001,6565
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.001,8641
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.001,6894
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.001,7617
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.001,7204
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,14816
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,17551
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,17824
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,16196
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,18123
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,15901
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,16590
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,16175
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,14165
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.001,12901
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,14634
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,17227
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,16974
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,16468
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,17106
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,15529
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,16097
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,17074
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,13607
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,10338
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,20942
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,20883
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,20744
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,20216
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,20877
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,19608
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,20966
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,20797
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,20367
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,19884
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,28545
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,28693
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,30035
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,28961
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,28664
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,28541
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,29144
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,28638
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,28094
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,28710
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,9427
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,11303
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,11149
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,10328
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,10708
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,9652
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,10209
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,10564
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,9327
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.01,6892
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,13605
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,14094
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,13617
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,13542
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,15023
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,12891
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,13753
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,14617
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,13543
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.01,14147
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,20840
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,21308
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,20884
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,21952
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,20042
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,20191
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,21034
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,22109
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,19704
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.01,20275
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,17490
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,17277
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,17125
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,17370
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,17372
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,17076
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,17575
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,17359
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,16781
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,17156
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,20934
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,21191
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,20950
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,20906
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,21045
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,21048
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,21276
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,21180
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,20909
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,21151
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,28848
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,28317
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,28107
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,28314
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,28111
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,28199
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,28436
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,28125
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,28309
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,28179
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,11433
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,11060
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,10651
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,10759
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,10800
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,10717
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,10876
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,10874
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,10697
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.05,11187
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,14469
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,14030
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,14022
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,14608
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,13691
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,14114
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,14062
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,14915
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,14149
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.05,14773
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,21115
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,20016
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,21104
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,20185
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,19874
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,20814
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,20468
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,20485
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,20901
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.05,20355
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,17268
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,17348
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,17343
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,17184
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,17219
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,17358
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,17497
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,17325
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,17366
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,17297
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,21082
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,20705
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,20553
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,20783
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,22040
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,20629
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,20827
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,20705
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,20856
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,20622
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,28546
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,27521
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,27755
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,27358
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,27355
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,27249
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,27297
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,27421
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,27455
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,27303
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,10861
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,10971
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,10847
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,11020
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,10774
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,11227
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,10922
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,10892
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,10875
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.1,10959
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,14831
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,13795
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,14512
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,13851
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,14065
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,13700
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,13856
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,13610
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,14277
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.1,14396
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,21214
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,20075
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,20485
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,20026
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,20416
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,19495
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,20768
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,20979
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,20565
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.1,20385
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,17575
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,17134
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,16955
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,17211
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,17003
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,16880
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,17099
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,16871
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,17039
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,17040
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,20713
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,20279
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,19905
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,19932
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,20114
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,19930
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,20190
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,19905
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,20218
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,19946
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,27320
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,25863
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,25788
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,25946
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,25833
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,26052
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,26251
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,26185
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,27247
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,26066
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,11053
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,10647
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,10762
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,10569
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,10519
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,10608
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,10621
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,10582
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,10629
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.2,10742
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,14540
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,13111
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,13587
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,13246
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,13237
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,13359
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,13679
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,13559
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,13336
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",2048,0.2,13425
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,20895
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,19172
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,18774
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,18940
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,18648
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,18969
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,18616
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,18970
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,18535
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",4096,0.2,19372
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,17296
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,17072
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,16765
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,18308
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,16826
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,16785
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,16916
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,16855
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,16992
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,17178
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.25,20463
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.25,19896
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.25,19809
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.25,20001
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.25,21077
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.25,19680
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.25,19797
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.25,19707
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.25,19956
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",2048,0.25,19759
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.25,26703
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.25,25645
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.25,25682
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.25,25594
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.25,25563
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.25,25525
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.25,25370
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.25,25476
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.25,25543
DenseMatrix,double,"AnalysisFlag::min, AnalysisFlag::max",4096,0.25,25689
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,10913
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,10626
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,10420
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,10432
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,10492
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,10386
DenseMatrix,int64_t,"AnalysisFlag::min, AnalysisFlag::max",1024,0.25,10440
