op,element_type,analysis,n,sparsity,mean_ns,std_ns,kernel,approach,mode,select-matrix-repr
MEAN,int64_t,max+min,2048,0.25,21509182.7,308207.5564738257,AggRow,vectorized,vectorized,True
MEAN,int64_t,max+min,2048,1.0,23539024.2,1132175.405067784,AggRow,vectorized,vectorized,True
MEAN,int64_t,max+min,4096,0.001,71151597.1,1664525.154803445,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+min,4096,0.01,70795331.2,1298852.4861773436,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+min,4096,0.05,70355855.0,1029163.1606576712,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+min,4096,0.1,72793536.4,2751670.0117650647,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+min,4096,0.2,70777963.1,991462.122072745,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+min,4096,0.25,71096635.3,1599191.6894638466,AggRow,vectorized,vectorized,True
MEAN,int64_t,max+min,4096,1.0,70093087.7,1038996.8945832144,AggRow,vectorized,vectorized,True
MEAN,int64_t,max+mean+min,1024,0.001,9449283.0,80055.74762348768,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,1024,0.01,9397321.2,203835.54619011452,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,1024,0.05,9466584.8,200907.008611668,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,1024,0.1,9497620.9,25583.103362484264,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,1024,0.2,9492065.5,25525.628512231546,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,1024,0.25,9419118.1,265797.47541291243,AggRow,vectorized,vectorized,True
MEAN,int64_t,max+mean+min,1024,1.0,9470985.0,108603.03044984056,AggRow,vectorized,vectorized,True
MEAN,int64_t,max+mean+min,2048,0.001,21852103.0,576668.9556320658,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,2048,0.01,21609333.0,636201.437156852,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,2048,0.05,21438385.8,344715.3131439845,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,2048,0.1,21600874.2,452730.1349542939,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,2048,0.2,21875684.1,617868.0192505067,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,2048,0.25,21371391.7,255848.15662508784,AggRow,vectorized,vectorized,True
MEAN,int64_t,max+mean+min,2048,1.0,23983471.9,1377683.465011341,AggRow,vectorized,vectorized,True
MEAN,int64_t,max+mean+min,4096,0.001,71427749.5,1641309.3167174165,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,4096,0.01,70385315.5,1147520.1199058443,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,4096,0.05,70720500.4,2179310.9180645063,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,4096,0.1,71005863.6,1223972.2705142547,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,4096,0.2,71134822.5,1987230.5567317256,AggRow,vectorized,vectorized,False
MEAN,int64_t,max+mean+min,4096,0.25,70631293.2,1547073.646849061,AggRow,vectorized,vectorized,True
MEAN,int64_t,max+mean+min,4096,1.0,70997967.2,1556522.6824769662,AggRow,vectorized,vectorized,True
MEAN,int64_t,none,1024,0.001,5254931.6,123488.1857095308,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,1024,0.01,5291593.55,99787.4598795254,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,1024,0.05,5358763.6,20890.65814992057,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,1024,0.1,5340868.05,113824.2377802748,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,1024,0.2,5333651.5,185125.97765945343,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,1024,0.25,5334152.45,36654.7391313436,AggRow,vectorized,vectorized,True
MEAN,int64_t,none,1024,1.0,5259941.1,105295.88976028711,AggRow,vectorized,vectorized,True
MEAN,int64_t,none,2048,0.001,16725366.7,597370.5787922071,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,2048,0.01,16347444.45,479851.8437323266,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,2048,0.05,16397273.0,325317.6287607642,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,2048,0.1,16212594.1,352161.9830726673,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,2048,0.2,16490984.25,507743.4635748,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,2048,0.25,16261479.15,475070.9378690917,AggRow,vectorized,vectorized,True
MEAN,int64_t,none,2048,1.0,19050169.15,991880.6338547647,AggRow,vectorized,vectorized,True
MEAN,int64_t,none,4096,0.001,66812060.15,3053402.306481986,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,4096,0.01,65472860.1,1442583.9508380685,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,4096,0.05,65667096.8,2108359.813089004,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,4096,0.1,66630455.1,2813887.602898221,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,4096,0.2,65840436.55,2049415.255852944,AggRow,vectorized,vectorized,False
MEAN,int64_t,none,4096,0.25,65851229.2,2377947.045031062,AggRow,vectorized,vectorized,True
MEAN,int64_t,none,4096,1.0,65419181.5,1861772.7479273328,AggRow,vectorized,vectorized,True
STDDEV,double,max,1024,0.001,4130535.0,13086.901823324411,AggRow,vectorized,vectorized,True
STDDEV,double,max,1024,0.01,4149810.5,14176.35079395732,AggRow,vectorized,vectorized,True
STDDEV,double,max,1024,0.05,4210419.6,45206.08738556217,AggRow,vectorized,vectorized,True
STDDEV,double,max,1024,0.1,4308497.5,101855.00300508896,AggRow,vectorized,vectorized,True
STDDEV,double,max,1024,0.2,4529904.2,19189.146856144016,AggRow,vectorized,vectorized,True
STDDEV,double,max,1024,0.25,6473958.6,28486.409356822223,AggRow,vectorized,vectorized,True
STDDEV,double,max,1024,1.0,6447623.7,254081.08288455656,AggRow,vectorized,vectorized,True
STDDEV,double,max,2048,0.001,4160792.2,25862.93096220071,AggRow,vectorized,vectorized,True
STDDEV,double,max,2048,0.01,4206871.8,19250.350668090265,AggRow,vectorized,vectorized,True
STDDEV,double,max,2048,0.05,4542884.5,35815.51114391635,AggRow,vectorized,vectorized,True
STDDEV,double,max,2048,0.1,5751550.4,155055.05282619246,AggRow,vectorized,vectorized,True
STDDEV,double,max,2048,0.2,6435373.5,184508.99569472967,AggRow,vectorized,vectorized,True
STDDEV,double,max,2048,0.25,13540311.1,914436.1075461204,AggRow,vectorized,vectorized,True
STDDEV,double,max,2048,1.0,13961978.1,507625.1388242332,AggRow,vectorized,vectorized,True
STDDEV,double,max,4096,0.001,4217556.7,33761.68746128269,AggRow,vectorized,vectorized,True
STDDEV,double,max,4096,0.01,4525606.0,28753.379283524653,AggRow,vectorized,vectorized,True
STDDEV,double,max,4096,0.05,6496571.0,187172.587354262,AggRow,vectorized,vectorized,True
STDDEV,double,max,4096,0.1,7665856.3,206880.71538720615,AggRow,vectorized,vectorized,True
STDDEV,double,max,4096,0.2,10024489.1,357856.2068992547,AggRow,vectorized,vectorized,True
STDDEV,double,max,4096,0.25,38844453.0,3079019.6126959706,AggRow,vectorized,vectorized,True
STDDEV,double,max,4096,1.0,37138762.9,167988.93850717024,AggRow,vectorized,vectorized,True
STDDEV,double,mean,1024,0.001,55507.2,1325.1552361893296,AggRow,vectorized,vectorized,True
STDDEV,double,mean,1024,0.01,68309.7,1093.6157206461698,AggRow,vectorized,vectorized,True
STDDEV,double,mean,1024,0.05,109807.4,5400.425789797607,AggRow,vectorized,vectorized,True
STDDEV,double,mean,1024,0.1,238820.7,13612.032520694493,AggRow,vectorized,vectorized,True
STDDEV,double,mean,1024,0.2,446624.6,14381.853575484163,AggRow,vectorized,vectorized,True
STDDEV,double,mean,1024,0.25,2344245.5,15084.307336876103,AggRow,vectorized,vectorized,True
STDDEV,double,mean,1024,1.0,2407321.0,14337.330341919773,AggRow,vectorized,vectorized,True
STDDEV,double,mean,2048,0.001,73260.6,1225.9899582695523,AggRow,vectorized,vectorized,True
STDDEV,double,mean,2048,0.01,122425.2,11529.209925710917,AggRow,vectorized,vectorized,True
STDDEV,double,mean,2048,0.05,438061.1,12515.95199424407,AggRow,vectorized,vectorized,True
STDDEV,double,mean,2048,0.1,710118.1,76578.94669983097,AggRow,vectorized,vectorized,True
STDDEV,double,mean,2048,0.2,1337067.8,93847.16570372408,AggRow,vectorized,vectorized,True
STDDEV,double,mean,2048,0.25,7922936.7,23891.034766902278,AggRow,vectorized,vectorized,True
STDDEV,double,mean,2048,1.0,9634507.9,296892.24871414946,AggRow,vectorized,vectorized,True
STDDEV,double,mean,4096,0.001,122058.4,1416.4348986883308,AggRow,vectorized,vectorized,True
STDDEV,double,mean,4096,0.01,423934.8,15638.012297674606,AggRow,vectorized,vectorized,True
STDDEV,double,mean,4096,0.05,1324930.8,11821.428742377582,AggRow,vectorized,vectorized,True
STDDEV,double,mean,4096,0.1,2522096.5,30814.670075036272,AggRow,vectorized,vectorized,True
STDDEV,double,mean,4096,0.2,4905593.9,49008.47622481011,AggRow,vectorized,vectorized,True
STDDEV,double,mean,4096,0.25,32076440.2,98212.0154459501,AggRow,vectorized,vectorized,True
STDDEV,double,mean,4096,1.0,31965226.4,127191.43465675852,AggRow,vectorized,vectorized,True
STDDEV,double,min,1024,0.001,4136042.0,26120.23220927916,AggRow,vectorized,vectorized,True
STDDEV,double,min,1024,0.01,4152527.9,22860.624471153813,AggRow,vectorized,vectorized,True
STDDEV,double,min,1024,0.05,4227469.7,53465.18395710089,AggRow,vectorized,vectorized,True
STDDEV,double,min,1024,0.1,4329799.2,34243.301329684255,AggRow,vectorized,vectorized,True
STDDEV,double,min,1024,0.2,4559699.2,31638.055235217325,AggRow,vectorized,vectorized,True
STDDEV,double,min,1024,0.25,6468496.0,26578.71697012089,AggRow,vectorized,vectorized,True
STDDEV,double,min,1024,1.0,6539320.5,34372.44146195524,AggRow,vectorized,vectorized,True
STDDEV,double,min,2048,0.001,4162575.4,24517.470651671192,AggRow,vectorized,vectorized,True
STDDEV,double,min,2048,0.01,4212093.8,34175.85147374616,AggRow,vectorized,vectorized,True
STDDEV,double,min,2048,0.05,4560220.6,33498.360786429264,AggRow,vectorized,vectorized,True
STDDEV,double,min,2048,0.1,5673659.9,187057.3102331356,AggRow,vectorized,vectorized,True
STDDEV,double,min,2048,0.2,6406861.8,107890.67319673389,AggRow,vectorized,vectorized,True
STDDEV,double,min,2048,0.25,13085554.4,149826.40039444182,AggRow,vectorized,vectorized,True
STDDEV,double,min,2048,1.0,13978460.5,762200.5179713756,AggRow,vectorized,vectorized,True
STDDEV,double,min,4096,0.001,4207074.5,16075.213952265583,AggRow,vectorized,vectorized,True
STDDEV,double,min,4096,0.01,4531943.5,25041.96076477328,AggRow,vectorized,vectorized,True
STDDEV,double,min,4096,0.05,6386214.6,212115.26029087743,AggRow,vectorized,vectorized,True
STDDEV,double,min,4096,0.1,7634395.1,153730.2015526984,AggRow,vectorized,vectorized,True
STDDEV,double,min,4096,0.2,10079692.2,111251.2591287548,AggRow,vectorized,vectorized,True
STDDEV,double,min,4096,0.25,38165095.0,2526595.478737961,AggRow,vectorized,vectorized,True
STDDEV,double,min,4096,1.0,37203604.4,197247.4876230362,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,1024,0.001,4327779.2,543810.3992900056,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,1024,0.01,4135525.1,87671.18943523518,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,1024,0.05,4242798.1,45325.93511556068,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,1024,0.1,4341274.4,20867.865334048885,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,1024,0.2,4545539.3,19351.02371136405,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,1024,0.25,6470273.5,37424.41406726067,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,1024,1.0,6540134.9,20178.724562986907,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,2048,0.001,4104494.5,126269.30061248722,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,2048,0.01,4225765.3,24373.095294470324,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,2048,0.05,4547113.9,22606.10416310905,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,2048,0.1,5747290.3,214581.92943232635,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,2048,0.2,6504120.8,185955.34548786457,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,2048,0.25,13377393.3,447474.652394735,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,2048,1.0,14114094.6,459717.928645913,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,4096,0.001,4230883.8,21117.767710311306,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,4096,0.01,4549683.7,34578.82275822087,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,4096,0.05,6514514.5,226384.68955654016,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,4096,0.1,7708124.2,134884.58016953256,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,4096,0.2,10177512.9,224025.92451740432,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,4096,0.25,39022494.8,3534244.162639047,AggRow,vectorized,vectorized,True
STDDEV,double,max+min,4096,1.0,37768511.2,1540081.3034148412,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,1024,0.001,4135889.2,102731.20830573128,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,1024,0.01,4157870.3,15758.408725714233,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,1024,0.05,4195094.3,107802.09622889735,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,1024,0.1,4306237.4,98519.1636024858,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,1024,0.2,4550740.0,24337.180946947024,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,1024,0.25,6470203.5,25567.89917172616,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,1024,1.0,6531441.8,28805.8202405926,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,2048,0.001,4167654.3,25617.985028100786,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,2048,0.01,4231048.0,24575.51585080868,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,2048,0.05,4563790.1,54728.91794299534,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,2048,0.1,5704354.6,207188.67118064148,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,2048,0.2,6402107.4,161817.95121624254,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,2048,0.25,13681048.7,923976.1332294068,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,2048,1.0,13892049.7,548959.5571399997,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,4096,0.001,4222671.5,17835.058316884435,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,4096,0.01,4474289.3,134801.04401841832,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,4096,0.05,6404785.1,140710.9271666561,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,4096,0.1,7695948.3,133881.64529584415,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,4096,0.2,10089448.0,335745.8818408816,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,4096,0.25,37339352.9,203073.88798084104,AggRow,vectorized,vectorized,True
STDDEV,double,max+mean+min,4096,1.0,37286043.7,202882.1659563069,AggRow,vectorized,vectorized,True
STDDEV,double,none,1024,0.001,50048.65,1175.0490370506604,AggRow,vectorized,vectorized,True
STDDEV,double,none,1024,0.01,63030.85,1648.8668605088196,AggRow,vectorized,vectorized,True
STDDEV,double,none,1024,0.05,108039.35,7471.919469270474,AggRow,vectorized,vectorized,True
STDDEV,double,none,1024,0.1,233018.55,14718.814931826832,AggRow,vectorized,vectorized,True
STDDEV,double,none,1024,0.2,439679.75,12205.289646512414,AggRow,vectorized,vectorized,True
STDDEV,double,none,1024,0.25,2345327.1,18707.62987857321,AggRow,vectorized,vectorized,True
STDDEV,double,none,1024,1.0,2404889.15,20701.174305045974,AggRow,vectorized,vectorized,True
STDDEV,double,none,2048,0.001,68153.25,799.2553030625978,AggRow,vectorized,vectorized,True
STDDEV,double,none,2048,0.01,116996.3,11255.455402884229,AggRow,vectorized,vectorized,True
STDDEV,double,none,2048,0.05,437090.5,33255.94025845134,AggRow,vectorized,vectorized,True
STDDEV,double,none,2048,0.1,685628.05,17338.74393700876,AggRow,vectorized,vectorized,True
STDDEV,double,none,2048,0.2,1280697.75,48671.48296257589,AggRow,vectorized,vectorized,True
STDDEV,double,none,2048,0.25,8068154.6,417183.54715847335,AggRow,vectorized,vectorized,True
STDDEV,double,none,2048,1.0,8971996.65,573342.6959132571,AggRow,vectorized,vectorized,True
STDDEV,double,none,4096,0.001,116090.8,2547.112887792352,AggRow,vectorized,vectorized,True
STDDEV,double,none,4096,0.01,408084.8,24222.38769707413,AggRow,vectorized,vectorized,True
STDDEV,double,none,4096,0.05,1306935.15,53064.65961177133,AggRow,vectorized,vectorized,True
STDDEV,double,none,4096,0.1,2592190.85,172783.7628410223,AggRow,vectorized,vectorized,True
STDDEV,double,none,4096,0.2,4963410.5,190196.86188747195,AggRow,vectorized,vectorized,True
STDDEV,double,none,4096,0.25,32878129.0,2126254.600221441,AggRow,vectorized,vectorized,True
STDDEV,double,none,4096,1.0,32556518.65,1726300.1021231038,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max,1024,0.001,9875262.1,298406.3221580227,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,1024,0.01,9915839.5,291374.51894969586,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,1024,0.05,10141378.6,25870.705415800167,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,1024,0.1,9978711.1,409995.19467873743,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,1024,0.2,10354018.4,513301.169871862,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,1024,0.25,10163669.1,56901.27250764142,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max,1024,1.0,10046611.4,59457.20388686672,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max,2048,0.001,24154470.1,479523.96720786166,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,2048,0.01,24636754.9,1352190.8667780147,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,2048,0.05,24216098.9,922859.048136875,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,2048,0.1,23949548.7,521324.68712076737,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,2048,0.2,24383431.8,747509.8487688304,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,2048,0.25,24053212.0,408214.76438865927,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max,2048,1.0,26637303.0,583999.6700510865,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max,4096,0.001,81314547.9,2398839.2966638627,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,4096,0.01,80782521.6,2103642.729808844,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,4096,0.05,80968803.4,2736627.512877735,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,4096,0.1,80545868.2,2846719.7314165635,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,4096,0.2,80584978.1,3636086.545218375,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max,4096,0.25,79836589.7,760028.1088771279,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max,4096,1.0,81048871.0,4203877.187814045,AggRow,vectorized,vectorized,True
STDDEV,int64_t,mean,1024,0.001,5814951.6,179893.22018241836,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,1024,0.01,5872532.5,42009.6484559073,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,1024,0.05,5925983.4,174254.43787697982,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,1024,0.1,5930964.7,228219.9626281872,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,1024,0.2,6004843.8,48982.336947561394,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,1024,0.25,5901329.6,276127.4095204763,AggRow,vectorized,vectorized,True
STDDEV,int64_t,mean,1024,1.0,5867394.2,221282.92082249225,AggRow,vectorized,vectorized,True
STDDEV,int64_t,mean,2048,0.001,19125355.6,457781.8599775322,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,2048,0.01,18975828.7,817085.185660326,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,2048,0.05,18770128.6,268012.1737526118,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,2048,0.1,19300985.1,626852.247164699,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,2048,0.2,18791446.5,417680.4202269295,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,2048,0.25,19007940.8,836265.1736149777,AggRow,vectorized,vectorized,True
STDDEV,int64_t,mean,2048,1.0,22112567.7,604182.5517174333,AggRow,vectorized,vectorized,True
STDDEV,int64_t,mean,4096,0.001,75311301.7,1586951.226980282,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,4096,0.01,75480030.8,1391607.0924480525,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,4096,0.05,76041646.1,3335038.000688397,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,4096,0.1,75614392.1,2166939.5063383435,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,4096,0.2,74930636.7,1211344.485704125,AggRow,vectorized,vectorized,False
STDDEV,int64_t,mean,4096,0.25,75227291.9,1720777.6719891268,AggRow,vectorized,vectorized,True
STDDEV,int64_t,mean,4096,1.0,74656053.5,1359792.0646748596,AggRow,vectorized,vectorized,True
STDDEV,int64_t,min,1024,0.001,10066761.9,98942.56402181595,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,1024,0.01,10034686.1,49159.37678940016,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,1024,0.05,10170669.2,67230.22070600225,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,1024,0.1,10154259.6,23750.44675228926,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,1024,0.2,10066887.6,305623.92206733767,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,1024,0.25,10147891.4,53711.54962947893,AggRow,vectorized,vectorized,True
STDDEV,int64_t,min,1024,1.0,10055349.0,51899.79833615263,AggRow,vectorized,vectorized,True
STDDEV,int64_t,min,2048,0.001,24487640.5,987357.1300562652,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,2048,0.01,24456956.8,858660.4053182425,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,2048,0.05,23999443.8,447739.0526929724,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,2048,0.1,24635029.5,1061492.6579232402,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,2048,0.2,24235791.7,969806.1865510436,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,2048,0.25,24429219.2,662596.4329933493,AggRow,vectorized,vectorized,True
STDDEV,int64_t,min,2048,1.0,27365953.4,1767012.0671647445,AggRow,vectorized,vectorized,True
STDDEV,int64_t,min,4096,0.001,80642057.2,1607200.5391976722,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,4096,0.01,79802023.0,674279.6066682339,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,4096,0.05,80556805.5,1422691.845437782,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,4096,0.1,80771635.4,1679857.227860233,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,4096,0.2,79909482.2,759442.7489832824,AggRow,vectorized,vectorized,False
STDDEV,int64_t,min,4096,0.25,79820681.8,866504.122548992,AggRow,vectorized,vectorized,True
STDDEV,int64_t,min,4096,1.0,80036469.2,1196425.5565669872,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max+min,1024,0.001,9999821.2,126818.39839076975,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,1024,0.01,10055833.7,99958.21492231407,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,1024,0.05,10168700.9,33592.4598432772,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,1024,0.1,10171580.2,33928.984209833034,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,1024,0.2,10128348.4,258270.42669402,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,1024,0.25,10155817.1,30043.211344291714,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max+min,1024,1.0,9991544.6,283446.6997844764,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max+min,2048,0.001,24439919.4,783806.627167725,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,2048,0.01,24098813.1,411025.16224664095,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,2048,0.05,24143902.5,750614.9375596057,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,2048,0.1,23963087.7,387379.1311192148,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,2048,0.2,24949426.5,1075880.836193742,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,2048,0.25,24039150.6,411810.9656953456,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max+min,2048,1.0,26173612.1,502086.7026426258,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max+min,4096,0.001,81002767.7,1871295.554153624,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,4096,0.01,82090913.0,4998234.603698567,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,4096,0.05,79903278.7,1168363.4106261672,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,4096,0.1,80290626.8,976728.6308931448,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,4096,0.2,80912341.0,1423081.7023827815,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+min,4096,0.25,80112630.0,1328127.3567853975,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max+min,4096,1.0,79897172.5,586908.6550141346,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max+mean+min,1024,0.001,10034766.2,33699.37628437018,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+mean+min,1024,0.01,10095199.4,117805.46707291072,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+mean+min,1024,0.05,10150318.6,35079.47360304376,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+mean+min,1024,0.1,10080115.3,331783.19669830234,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+mean+min,1024,0.2,10073756.6,311393.57823721686,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+mean+min,1024,0.25,10191408.4,46153.16863854287,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max+mean+min,1024,1.0,9993305.7,207410.4955519905,AggRow,vectorized,vectorized,True
STDDEV,int64_t,max+mean+min,2048,0.001,23921490.5,480742.9017781289,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+mean+min,2048,0.01,24299711.7,616069.6523428088,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+mean+min,2048,0.05,24033373.9,513441.194017052,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+mean+min,2048,0.1,23931264.3,279780.64574633003,AggRow,vectorized,vectorized,False
STDDEV,int64_t,max+mean+min,2048,0.2,24210010.6,467181.6207192038,AggRow,vectorized,vectorized,False
